video_title,comment_text,is_sarcastic
Adobe After Effects vs Apple Motion,"Honestly, magnetic timeline FCP makes editing much faster workflow.",0
Taking a flight from Patna to Bengaluru,Thanks! really miss weather Enjoy,0
Best street food in Bengaluru,"Lmao, auto driver asked 500 rupees cross street. Fair price.",1
Learning PHP in 2026,"Wow, Oh, absolutely. love measuring execution time calendar.",1
Color Grading in Pixelmator Pro,Rendering 4K video took 3 days. Blazing fast. brave.,1
Color Grading in Pixelmator Pro,"Thanks deep dive Apple Motion, underrated software.",0
Building a Flask API for my Assignment Tracker,"Honestly, know shortcut, helpful.",0
How to center a div in CSS,"Lmao, Yes, HTML code self-aware",1
How to center a div in CSS,Could follow-up video asynchronous functions?,0
The new 8GB RAM MacBook Pro in 2026,"Brilliant. Ah yes, exactly needed: another proprietary port.",1
Best street food in Bengaluru,"Wow, metro extension really helping commute.",0
Final Cut Pro 2026 Full Tutorial,"Ah yes, Oh good, another subscription model drain bank account. Masterpiece.",1
Renting a 1BHK in Indiranagar 2026,"Lmao, Ah, Venice India. Time get gondola brave.",1
The new 8GB RAM MacBook Pro in 2026,Thanks comparing previous generation.,0
Color Grading in Pixelmator Pro,"looking tutorial writing custom FxPlug plugins, thank",0
Monsoon arrives in Namma Bengaluru,"Wow, Wow, think saw car move three entire inches hour. Thrilling pace.",1
Color Grading in Pixelmator Pro,"Haha, Oh good, another subscription model drain bank account. Incredible.",1
Is Web3 the future of the internet?,"Oh, Next sell us screen keyboard separately. Masterpiece.",1
Color Grading in Pixelmator Pro,"Brilliant. Ah, paying $50 plugin shakes screen. Worth needed.",1
Adobe After Effects vs Apple Motion,"Thanks! Thanks deep dive Apple Motion, underrated software.",0
Adobe After Effects vs Apple Motion,"agree, audio mixing tips end lifesaver.",0
A day in the life of an MCA student at Presidency University,Great video. Love local culture vibe city. Keep,0
Is Web3 the future of the internet?,"Honestly, Thanks comparing previous generation. helpful.",0
Adobe After Effects vs Apple Motion,transition pack actually looks clean professional.,0
Building a mechanical keyboard from scratch,"Wow, actually like new design, feels premium.",0
Adobe After Effects vs Apple Motion,"Oh, love software crashes right hit save. Adds excitement.",1
Reviewing the new Raspberry Pi 6,"Ah yes, Wow, 1% faster last year. Innovation peaked.",1
Learning PHP in 2026,"Honestly, concise point. Subscribed.",0
Final Cut Pro 2026 Full Tutorial,"Haha, favorite feature eats 64GB RAM instantly.",1
Renting a 1BHK in Indiranagar 2026,"Honestly, Beautiful shots Cubbon Park. green!",0
The new 8GB RAM MacBook Pro in 2026,"agree, think worth upgrade coming older model.",0
Bengaluru Traffic Timelapse (Silk Board),"Truly, Nothing like 2-hour commute 5km distance build character.",1
Best FxPlug Plugins for Creators,Awesome. transition pack actually looks clean professional. Thanks sharing.,0
Apple announces new $999 Monitor Stand,"agree, think worth upgrade coming older model. helpful.",0
Reviewing the new Raspberry Pi 6,Great video. Great camera test! low light performance impressive.,0
Adobe After Effects vs Apple Motion,"looking tutorial writing custom FxPlug plugins, thank",0
Taking a flight from Patna to Bengaluru,"Great video. moving next month, informative. helpful.",0
Building a Flask API for my Assignment Tracker,"Wow, Could follow-up video asynchronous functions? Keep",0
Deploying to Production on Friday at 5 PM,Thanks! prefer using Docker method works great helpful.,0
Adobe After Effects vs Apple Motion,"Honestly, new color grading tools massive step last year.",0
Adobe After Effects vs Apple Motion,Brilliant. favorite feature eats 64GB RAM instantly.,1
Apple announces new $999 Monitor Stand,"Honestly, switches use? sound really smooth.",0
Monsoon arrives in Namma Bengaluru,Thanks! Beautiful shots Cubbon Park. green! helpful.,0
Final Cut Pro 2026 Full Tutorial,"Thanks deep dive Apple Motion, underrated software.",0
Best street food in Bengaluru,biryani ordered looks fantastic. Thanks sharing.,0
I Built a Machine Learning Model in 5 Minutes,"Truly, Truly groundbreaking use nested loop 2026.",1
The new 8GB RAM MacBook Pro in 2026,"Honestly, using week battery life insane. Keep",0
Best FxPlug Plugins for Creators,"Great video. looking tutorial writing custom FxPlug plugins, thank helpful.",0
Color Grading in Pixelmator Pro,"Oh good, another subscription model drain bank account.",1
Best FxPlug Plugins for Creators,Awesome. transition pack actually looks clean professional.,0
My Code Compiled on the First Try!,sure memory leaks 'undocumented features'.,1
Final Cut Pro 2026 Full Tutorial,Thanks! Pixelmator Pro seriously giving Adobe run money.,0
Final Cut Pro 2026 Full Tutorial,"Thanks deep dive Apple Motion, underrated software.",0
Monsoon arrives in Namma Bengaluru,"Honestly, share exact location Dosa place?",0
Best street food in Bengaluru,"Lmao, love potholes practically historical landmarks needed.",1
Is Web3 the future of the internet?,"Awesome. actually like new design, feels premium. helpful.",0
I Built a Machine Learning Model in 5 Minutes,straightforward explanation ever seen. helpful.,0
Learning PHP in 2026,"Ah yes, unsolved problem modern physics.",1
How to center a div in CSS,"Wow, fast! took 3 hours print Hello World.",1
Apple announces new $999 Monitor Stand,"agree, actually like new design, feels premium.",0
Why Python is the absolute fastest language,Awesome. Finally got environment running. Appreciate clear step-by-step instructions. helpful.,0
Best street food in Bengaluru,"Lmao, auto driver asked 500 rupees cross street. Fair price.",1
Monsoon arrives in Namma Bengaluru,"Awesome. moving next month, informative. helpful.",0
My Code Compiled on the First Try!,"saved hours debugging MCA assignment, thank much!",0
Renting a 1BHK in Indiranagar 2026,"Oh, Ah, Venice India. Time get gondola",1
Best street food in Bengaluru,"Wow, Ah yes, paying premium flight sit tarmac 2 hours.",1
Taking a flight from Patna to Bengaluru,Great video. paneer butter masala last spot looked amazing. Definitely visiting next time.,0
Adobe After Effects vs Apple Motion,"Ah, paying $50 plugin shakes screen. Worth Masterpiece.",1
DIY Autonomous Car with LiDAR Sensor,"Haha, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary. Incredible.",1
A day in the life of an MCA student at Presidency University,Thanks! share exact location Dosa place? Thanks sharing.,0
Adobe After Effects vs Apple Motion,new color grading tools massive step last year. Thanks sharing.,0
Is Web3 the future of the internet?,Brilliant. generous Next year maybe get floppy disk drive brave.,1
Best FxPlug Plugins for Creators,Pixelmator Pro seriously giving Adobe run money.,0
Bengaluru Traffic Timelapse (Silk Board),"Wow, enjoy swimming campus every July.",1
Best FxPlug Plugins for Creators,"Great video. Thanks deep dive Apple Motion, underrated software. Thanks sharing.",0
Best FxPlug Plugins for Creators,Thanks! audio mixing tips end lifesaver.,0
Best FxPlug Plugins for Creators,Awesome. Pixelmator Pro seriously giving Adobe run money.,0
Reviewing the new Raspberry Pi 6,"Haha, love replacing entire motherboard upgrade storage. needed.",1
Is Web3 the future of the internet?,"Truly, Ah yes, exactly needed: another proprietary port. Incredible.",1
Is Web3 the future of the internet?,Great camera test! low light performance impressive. Keep,0
A day in the life of an MCA student at Presidency University,Love local culture vibe city. Keep,0
Bengaluru Traffic Timelapse (Silk Board),"Wow, enjoy swimming campus every July. brave.",1
Taking a flight from Patna to Bengaluru,"Ah yes, paying premium flight sit tarmac 2 hours.",1
Taking a flight from Patna to Bengaluru,"Lmao, Ah yes, paying premium flight sit tarmac 2 hours. Incredible.",1
Adobe After Effects vs Apple Motion,Brilliant. Rendering 4K video took 3 days. Blazing fast....,1
Renting a 1BHK in Indiranagar 2026,"Ah yes, Great, parks. Exactly traffic needed. needed.",1
Color Grading in Pixelmator Pro,"agree, magnetic timeline FCP makes editing much faster workflow.",0
Building a mechanical keyboard from scratch,switches use? sound really smooth.,0
Renting a 1BHK in Indiranagar 2026,"Wow, Wow, think saw car move three entire inches hour. Thrilling pace....",1
Final Cut Pro 2026 Full Tutorial,"Oh good, another subscription model drain bank account. Incredible.",1
Reviewing the new Raspberry Pi 6,"Lmao, Next sell us screen keyboard separately....",1
Why Python is the absolute fastest language,"Lmao, Sure buddy. Queen England.",1
Building a Flask API for my Assignment Tracker,Awesome. prefer using Docker method works great Keep,0
Reviewing the new Raspberry Pi 6,"Wow, Wow, 1% faster last year. Innovation peaked. Incredible.",1
Learning PHP in 2026,"Oh, Amazing. invented statement. brave.",1
Color Grading in Pixelmator Pro,"Ah yes, Wow, user interface hidden need map find timeline. Masterpiece.",1
Reviewing the new Raspberry Pi 6,"Oh, Wow, 1% faster last year. Innovation peaked. Masterpiece.",1
DIY Autonomous Car with LiDAR Sensor,love replacing entire motherboard upgrade storage. Incredible.,1
Final Cut Pro 2026 Full Tutorial,Thanks! audio mixing tips end lifesaver.,0
Adobe After Effects vs Apple Motion,"Wow, transition pack actually looks clean professional. helpful.",0
Bengaluru Traffic Timelapse (Silk Board),Brilliant. Nothing like 2-hour commute 5km distance build character.,1
Adobe After Effects vs Apple Motion,"agree, looking tutorial writing custom FxPlug plugins, thank Thanks sharing.",0
A day in the life of an MCA student at Presidency University,Brilliant. enjoy swimming campus every July.,1
How to center a div in CSS,Could follow-up video asynchronous functions?,0
Bengaluru Traffic Timelapse (Silk Board),metro extension really helping commute. Keep,0
DIY Autonomous Car with LiDAR Sensor,"Great video. actually like new design, feels premium. Keep",0
My Code Compiled on the First Try!,Great video. straightforward explanation ever seen. helpful.,0
Bengaluru Traffic Timelapse (Silk Board),"Ah yes, Ah yes, paying premium flight sit tarmac 2 hours.",1
Final Cut Pro 2026 Full Tutorial,"agree, audio mixing tips end lifesaver. Keep",0
Renting a 1BHK in Indiranagar 2026,Awesome. share exact location Dosa place?,0
The new 8GB RAM MacBook Pro in 2026,"Wow, think worth upgrade coming older model. Keep",0
Best FxPlug Plugins for Creators,"agree, magnetic timeline FCP makes editing much faster workflow. Thanks sharing.",0
The new 8GB RAM MacBook Pro in 2026,"Wow, switches use? sound really smooth.",0
Adobe After Effects vs Apple Motion,"Honestly, Pixelmator Pro seriously giving Adobe run money. helpful.",0
Final Cut Pro 2026 Full Tutorial,"agree, Pixelmator Pro seriously giving Adobe run money. Thanks sharing.",0
Is Web3 the future of the internet?,Great camera test! low light performance impressive. Thanks sharing.,0
Color Grading in Pixelmator Pro,Awesome. magnetic timeline FCP makes editing much faster workflow.,0
Building a mechanical keyboard from scratch,"Truly, Wow, 1% faster last year. Innovation peaked. brave.",1
Using Light Theme in VS Code,"Wow, nothing says 'relaxing weekend' like catastrophic database failure.",1
My Code Compiled on the First Try!,"Great video. know shortcut, helpful.",0
Building a mechanical keyboard from scratch,"Ah yes, Wow, 1% faster last year. Innovation peaked. needed.",1
Renting a 1BHK in Indiranagar 2026,"Wow, auto driver asked 500 rupees cross street. Fair price.",1
Taking a flight from Patna to Bengaluru,Brilliant. Nothing like 2-hour commute 5km distance build character. Incredible.,1
Color Grading in Pixelmator Pro,"Truly, Wow, user interface hidden need map find timeline.",1
Why Python is the absolute fastest language,"Truly, copy-pasted computer caught fire. Thanks! Incredible.",1
Taking a flight from Patna to Bengaluru,"Lmao, affordable! sell one kidney deposit.",1
Reviewing the new Raspberry Pi 6,"Honestly, Good thorough review, especially thermal testing. Keep",0
Adobe After Effects vs Apple Motion,Brilliant. love software crashes right hit save. Adds excitement. needed.,1
Final Cut Pro 2026 Full Tutorial,"Oh, Ah, paying $50 plugin shakes screen. Worth Masterpiece.",1
Best FxPlug Plugins for Creators,"Brilliant. Wow, user interface hidden need map find timeline.",1
Bengaluru Traffic Timelapse (Silk Board),"Brilliant. Ah yes, paying premium flight sit tarmac 2 hours. Masterpiece.",1
Color Grading in Pixelmator Pro,"Wow, transition pack actually looks clean professional. Thanks sharing.",0
Why Python is the absolute fastest language,Awesome. concise point. Subscribed.,0
Java vs C++ for Competitive Programming,"saved hours debugging MCA assignment, thank much!",0
Bengaluru Traffic Timelapse (Silk Board),"Ah yes, Nothing like 2-hour commute 5km distance build character. needed.",1
Bengaluru Traffic Timelapse (Silk Board),"Brilliant. Ah, Venice India. Time get gondola",1
Understanding Pointers in C,"Truly, nothing says 'relaxing weekend' like catastrophic database failure.",1
Color Grading in Pixelmator Pro,Great video. Pixelmator Pro seriously giving Adobe run money. helpful.,0
Color Grading in Pixelmator Pro,"agree, magnetic timeline FCP makes editing much faster workflow.",0
Deploying to Production on Friday at 5 PM,"Honestly, think Java still holds incredibly well large enterprise systems.",0
Best FxPlug Plugins for Creators,"Thanks! Thanks deep dive Apple Motion, underrated software. Thanks sharing.",0
Color Grading in Pixelmator Pro,"Ah, paying $50 plugin shakes screen. Worth Incredible.",1
Building a mechanical keyboard from scratch,"Brilliant. Wow, 1% faster last year. Innovation peaked.",1
Color Grading in Pixelmator Pro,"Wow, Pixelmator Pro seriously giving Adobe run money.",0
Color Grading in Pixelmator Pro,"Great video. Thanks deep dive Apple Motion, underrated software. Thanks sharing.",0
The new 8GB RAM MacBook Pro in 2026,Thanks! Great camera test! low light performance impressive.,0
Apple announces new $999 Monitor Stand,using week battery life insane.,0
Monsoon arrives in Namma Bengaluru,40k rent broom closet? steal! Incredible.,1
Reviewing the new Raspberry Pi 6,Awesome. switches use? sound really smooth. Keep,0
Best street food in Bengaluru,"Honestly, Beautiful shots Cubbon Park. green!",0
DIY Autonomous Car with LiDAR Sensor,"Wow, actually like new design, feels premium.",0
DIY Autonomous Car with LiDAR Sensor,"Wow, removed headphone jack courage. Truly brave. needed.",1
The new 8GB RAM MacBook Pro in 2026,"agree, think worth upgrade coming older model.",0
The new 8GB RAM MacBook Pro in 2026,"Honestly, actually like new design, feels premium. helpful.",0
Building a mechanical keyboard from scratch,"Oh, generous Next year maybe get floppy disk drive",1
Best street food in Bengaluru,"Wow, Nothing like 2-hour commute 5km distance build character. needed.",1
Final Cut Pro 2026 Full Tutorial,Brilliant. favorite feature eats 64GB RAM instantly.,1
Adobe After Effects vs Apple Motion,"Lmao, love software crashes right hit save. Adds excitement.",1
Best street food in Bengaluru,"Great, parks. Exactly traffic needed. brave.",1
Bengaluru Traffic Timelapse (Silk Board),"Haha, love potholes practically historical landmarks Incredible.",1
Color Grading in Pixelmator Pro,Great video. audio mixing tips end lifesaver.,0
Best FxPlug Plugins for Creators,"Wow, Pixelmator Pro seriously giving Adobe run money.",0
How to center a div in CSS,"agree, prefer using Docker method works great",0
I Built a Machine Learning Model in 5 Minutes,"Truly, copy-pasted computer caught fire. Thanks!",1
Adobe After Effects vs Apple Motion,magnetic timeline FCP makes editing much faster workflow.,0
Best street food in Bengaluru,Thanks! metro extension really helping commute. helpful.,0
Color Grading in Pixelmator Pro,transition pack actually looks clean professional.,0
Building a mechanical keyboard from scratch,Awesome. using week battery life insane.,0
Best street food in Bengaluru,"Wow, Love local culture vibe city.",0
Best FxPlug Plugins for Creators,"Haha, Wow, user interface hidden need map find timeline.",1
Best FxPlug Plugins for Creators,"Wow, love software crashes right hit save. Adds excitement.",1
Renting a 1BHK in Indiranagar 2026,"Lmao, Wow, think saw car move three entire inches hour. Thrilling pace. brave.",1
Bengaluru Traffic Timelapse (Silk Board),Awesome. Beautiful shots Cubbon Park. green!,0
DIY Autonomous Car with LiDAR Sensor,"Thanks! actually like new design, feels premium. Thanks sharing.",0
Is Web3 the future of the internet?,"Good thorough review, especially thermal testing.",0
Building a mechanical keyboard from scratch,using week battery life insane.,0
Is Web3 the future of the internet?,"Great video. actually like new design, feels premium. Keep",0
Renting a 1BHK in Indiranagar 2026,love potholes practically historical landmarks,1
Color Grading in Pixelmator Pro,"Haha, Oh good, another subscription model drain bank account.",1
Adobe After Effects vs Apple Motion,"Ah yes, love software crashes right hit save. Adds excitement. needed.",1
Adobe After Effects vs Apple Motion,"Wow, Thanks deep dive Apple Motion, underrated software.",0
My Code Compiled on the First Try!,"Wow, Finally got environment running. Appreciate clear step-by-step instructions. Keep",0
Final Cut Pro 2026 Full Tutorial,"Truly, Rendering 4K video took 3 days. Blazing fast. brave.",1
Using Light Theme in VS Code,"Haha, Truly groundbreaking use nested loop 2026.",1
How to center a div in CSS,"Haha, Sure buddy. Queen England. needed.",1
My Code Compiled on the First Try!,"Haha, Oh, absolutely. love measuring execution time calendar....",1
Final Cut Pro 2026 Full Tutorial,"Honestly, magnetic timeline FCP makes editing much faster workflow.",0
Color Grading in Pixelmator Pro,"Ah, paying $50 plugin shakes screen. Worth Masterpiece.",1
Best street food in Bengaluru,"Lmao, Nothing like 2-hour commute 5km distance build character.",1
Renting a 1BHK in Indiranagar 2026,"Thanks! moving next month, informative.",0
Building a mechanical keyboard from scratch,"Oh, Can't wait buy charger separately another $200.",1
Taking a flight from Patna to Bengaluru,"Honestly, moving next month, informative.",0
A day in the life of an MCA student at Presidency University,Great video. Love local culture vibe city.,0
Adobe After Effects vs Apple Motion,Awesome. magnetic timeline FCP makes editing much faster workflow. Thanks sharing.,0
I Built a Machine Learning Model in 5 Minutes,"Lmao, Amazing. invented statement. needed.",1
Apple announces new $999 Monitor Stand,"Wow, think worth upgrade coming older model. Keep",0
How to center a div in CSS,"agree, prefer using Docker method works great",0
Building a mechanical keyboard from scratch,"Haha, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary. needed.",1
The new 8GB RAM MacBook Pro in 2026,"Honestly, Thanks comparing previous generation.",0
Best FxPlug Plugins for Creators,"Wow, transition pack actually looks clean professional.",0
Best street food in Bengaluru,"Truly, affordable! sell one kidney deposit. Incredible.",1
A day in the life of an MCA student at Presidency University,"Haha, 40k rent broom closet? steal! Incredible.",1
Best FxPlug Plugins for Creators,Great video. new color grading tools massive step last year. Thanks sharing.,0
The new 8GB RAM MacBook Pro in 2026,Great video. think worth upgrade coming older model.,0
Apple announces new $999 Monitor Stand,Brilliant. love replacing entire motherboard upgrade storage.,1
Best FxPlug Plugins for Creators,"Wow, Yes, definitely needed 400 new transition wipes.",1
Learning PHP in 2026,Awesome. Great perspective. Focusing control essential.,0
Java vs C++ for Competitive Programming,"Yes, HTML code self-aware Masterpiece.",1
How to center a div in CSS,Thanks! concise point. Subscribed. Keep,0
Color Grading in Pixelmator Pro,"Oh, Wow, user interface hidden need map find timeline. Masterpiece.",1
Adobe After Effects vs Apple Motion,"agree, looking tutorial writing custom FxPlug plugins, thank",0
How to center a div in CSS,"Lmao, Sure buddy. Queen England.",1
Building a Flask API for my Assignment Tracker,"Wow, saved hours debugging MCA assignment, thank much!",0
Deploying to Production on Friday at 5 PM,Brilliant. Truly groundbreaking use nested loop 2026.,1
Using Light Theme in VS Code,Thanks! Great perspective. Focusing control essential. Thanks sharing.,0
Why Python is the absolute fastest language,Thanks! think Java still holds incredibly well large enterprise systems. Keep,0
Reviewing the new Raspberry Pi 6,"Thanks! Good thorough review, especially thermal testing. helpful.",0
Building a mechanical keyboard from scratch,"Truly, definitely want pay $40 gas fee like tweet. Sign",1
DIY Autonomous Car with LiDAR Sensor,"agree, think worth upgrade coming older model.",0
Best FxPlug Plugins for Creators,"Thanks deep dive Apple Motion, underrated software. Keep",0
Color Grading in Pixelmator Pro,Awesome. transition pack actually looks clean professional.,0
The new 8GB RAM MacBook Pro in 2026,"Wow, using week battery life insane.",0
I Built a Machine Learning Model in 5 Minutes,"Awesome. know shortcut, helpful. Thanks sharing.",0
Java vs C++ for Competitive Programming,"Wow, concise point. Subscribed.",0
Is Web3 the future of the internet?,"Lmao, generous Next year maybe get floppy disk drive brave.",1
Best FxPlug Plugins for Creators,"Wow, love software crashes right hit save. Adds excitement. Masterpiece.",1
Final Cut Pro 2026 Full Tutorial,"Haha, Oh good, another subscription model drain bank account. Incredible.",1
I Built a Machine Learning Model in 5 Minutes,"Oh, absolutely. love measuring execution time calendar. Masterpiece.",1
Adobe After Effects vs Apple Motion,"Honestly, transition pack actually looks clean professional.",0
Understanding Pointers in C,"Honestly, prefer using Docker method works great Keep",0
A day in the life of an MCA student at Presidency University,Awesome. really miss weather Enjoy Keep,0
Reviewing the new Raspberry Pi 6,"Lmao, Finally, reasonably priced piece metal. desk feeling cheap.",1
Final Cut Pro 2026 Full Tutorial,"Wow, transition pack actually looks clean professional. Keep",0
Deploying to Production on Friday at 5 PM,"Wow, nothing says 'relaxing weekend' like catastrophic database failure. needed.",1
The new 8GB RAM MacBook Pro in 2026,"Wow, Can't wait buy charger separately another $200....",1
Final Cut Pro 2026 Full Tutorial,"Honestly, audio mixing tips end lifesaver.",0
Learning PHP in 2026,Great video. Finally got environment running. Appreciate clear step-by-step instructions. Keep,0
Apple announces new $999 Monitor Stand,Thanks! upgraded processing power makes perfect autonomous drone project. Keep,0
A day in the life of an MCA student at Presidency University,Great vlog! Brings back memories college days.,0
Reviewing the new Raspberry Pi 6,Awesome. Thanks comparing previous generation. Keep,0
Java vs C++ for Competitive Programming,"Haha, Ah yes, unsolved problem modern physics.",1
Apple announces new $999 Monitor Stand,"Oh, Next sell us screen keyboard separately. Incredible.",1
A day in the life of an MCA student at Presidency University,"Oh, 40k rent broom closet? steal! needed.",1
Java vs C++ for Competitive Programming,Awesome. prefer using Docker method works great Keep,0
Apple announces new $999 Monitor Stand,Great video. Great camera test! low light performance impressive.,0
Adobe After Effects vs Apple Motion,"Truly, Yes, definitely needed 400 new transition wipes.",1
DIY Autonomous Car with LiDAR Sensor,"Wow, actually like new design, feels premium.",0
Understanding Pointers in C,"Awesome. know shortcut, helpful.",0
Renting a 1BHK in Indiranagar 2026,Brilliant. auto driver asked 500 rupees cross street. Fair price.,1
Bengaluru Traffic Timelapse (Silk Board),"Wow, Love local culture vibe city.",0
Best FxPlug Plugins for Creators,Awesome. magnetic timeline FCP makes editing much faster workflow. Keep,0
A day in the life of an MCA student at Presidency University,Brilliant. 40k rent broom closet? steal!,1
Deploying to Production on Friday at 5 PM,"agree, Could follow-up video asynchronous functions?",0
Reviewing the new Raspberry Pi 6,"Honestly, actually like new design, feels premium. helpful.",0
Is Web3 the future of the internet?,"Oh, Wow, 1% faster last year. Innovation peaked.",1
The new 8GB RAM MacBook Pro in 2026,"Great video. actually like new design, feels premium. helpful.",0
Renting a 1BHK in Indiranagar 2026,"Honestly, Love local culture vibe city. helpful.",0
How to center a div in CSS,"Honestly, concise point. Subscribed. Thanks sharing.",0
The new 8GB RAM MacBook Pro in 2026,"Brilliant. Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary.",1
Final Cut Pro 2026 Full Tutorial,"agree, Pixelmator Pro seriously giving Adobe run money.",0
Bengaluru Traffic Timelapse (Silk Board),Thanks! Love local culture vibe city. helpful.,0
Best street food in Bengaluru,enjoy swimming campus every July.,1
I Built a Machine Learning Model in 5 Minutes,"Ah yes, unsolved problem modern physics. Masterpiece.",1
Adobe After Effects vs Apple Motion,"Lmao, Ah, paying $50 plugin shakes screen. Worth Incredible.",1
Color Grading in Pixelmator Pro,Pixelmator Pro seriously giving Adobe run money. Thanks sharing.,0
Color Grading in Pixelmator Pro,"Truly, Wow, user interface hidden need map find timeline.",1
Java vs C++ for Competitive Programming,copy-pasted computer caught fire. Thanks!,1
Adobe After Effects vs Apple Motion,"Thanks! Thanks deep dive Apple Motion, underrated software.",0
Apple announces new $999 Monitor Stand,"Wow, switches use? sound really smooth.",0
The new 8GB RAM MacBook Pro in 2026,"Great video. Good thorough review, especially thermal testing. Keep",0
Learning PHP in 2026,tutorial fixed marriage.,1
Why Python is the absolute fastest language,"Lmao, Ah yes, unsolved problem modern physics.",1
Monsoon arrives in Namma Bengaluru,auto driver asked 500 rupees cross street. Fair price.,1
A day in the life of an MCA student at Presidency University,Brilliant. enjoy swimming campus every July.,1
Is Web3 the future of the internet?,Thanks comparing previous generation.,0
Building a Flask API for my Assignment Tracker,"agree, Could follow-up video asynchronous functions? helpful.",0
Apple announces new $999 Monitor Stand,Brilliant. removed headphone jack courage. Truly brave.,1
Color Grading in Pixelmator Pro,"Wow, love software crashes right hit save. Adds excitement.",1
Deploying to Production on Friday at 5 PM,"Lmao, copy-pasted computer caught fire. Thanks! Incredible.",1
DIY Autonomous Car with LiDAR Sensor,Thanks! upgraded processing power makes perfect autonomous drone project.,0
Building a mechanical keyboard from scratch,"agree, using week battery life insane.",0
Deploying to Production on Friday at 5 PM,"Honestly, straightforward explanation ever seen. helpful.",0
The new 8GB RAM MacBook Pro in 2026,think worth upgrade coming older model.,0
Building a Flask API for my Assignment Tracker,"Truly, copy-pasted computer caught fire. Thanks!",1
Monsoon arrives in Namma Bengaluru,Brilliant. 40k rent broom closet? steal! Masterpiece.,1
Renting a 1BHK in Indiranagar 2026,"Honestly, Great vlog! Brings back memories college days. Thanks sharing.",0
Understanding Pointers in C,"Honestly, prefer using Docker method works great",0
The new 8GB RAM MacBook Pro in 2026,"Lmao, Wow, 1% faster last year. Innovation peaked.",1
Best street food in Bengaluru,"Haha, Ah, Venice India. Time get gondola Incredible.",1
Using Light Theme in VS Code,"Wow, Finally got environment running. Appreciate clear step-by-step instructions.",0
Bengaluru Traffic Timelapse (Silk Board),really miss weather Enjoy helpful.,0
Understanding Pointers in C,"Truly, Sure buddy. Queen England....",1
Deploying to Production on Friday at 5 PM,"Lmao, Ah yes, unsolved problem modern physics. Masterpiece.",1
Best FxPlug Plugins for Creators,"Haha, Wow, user interface hidden need map find timeline.",1
Bengaluru Traffic Timelapse (Silk Board),"Ah, Venice India. Time get gondola brave.",1
Building a mechanical keyboard from scratch,"Haha, Ah yes, exactly needed: another proprietary port.",1
Is Web3 the future of the internet?,"Haha, removed headphone jack courage. Truly brave....",1
Adobe After Effects vs Apple Motion,"Haha, Wow, user interface hidden need map find timeline.",1
DIY Autonomous Car with LiDAR Sensor,Awesome. think worth upgrade coming older model.,0
Why Python is the absolute fastest language,"Wow, Truly groundbreaking use nested loop 2026. Incredible.",1
Bengaluru Traffic Timelapse (Silk Board),really miss weather Enjoy,0
Adobe After Effects vs Apple Motion,"Yes, definitely needed 400 new transition wipes.",1
My Code Compiled on the First Try!,"Awesome. know shortcut, helpful.",0
Monsoon arrives in Namma Bengaluru,"agree, moving next month, informative.",0
Best FxPlug Plugins for Creators,"Haha, Rendering 4K video took 3 days. Blazing fast.",1
A day in the life of an MCA student at Presidency University,Awesome. Great vlog! Brings back memories college days.,0
Taking a flight from Patna to Bengaluru,"Ah yes, 40k rent broom closet? steal! Masterpiece.",1
Apple announces new $999 Monitor Stand,"Oh, Finally, reasonably priced piece metal. desk feeling cheap.",1
My Code Compiled on the First Try!,"Wow, Amazing. invented statement.",1
How to center a div in CSS,"Oh, Yes, HTML code self-aware",1
Monsoon arrives in Namma Bengaluru,Beautiful shots Cubbon Park. green! helpful.,0
Best FxPlug Plugins for Creators,Thanks! new color grading tools massive step last year.,0
Using Light Theme in VS Code,"Yes, HTML code self-aware",1
DIY Autonomous Car with LiDAR Sensor,"Oh, Ah yes, exactly needed: another proprietary port.",1
Adobe After Effects vs Apple Motion,"Wow, looking tutorial writing custom FxPlug plugins, thank Thanks sharing.",0
How to center a div in CSS,"Thanks! Thanks visual diagram, really helped understand pointers swap.",0
Is Web3 the future of the internet?,"Ah yes, generous Next year maybe get floppy disk drive",1
Taking a flight from Patna to Bengaluru,Great vlog! Brings back memories college days.,0
A day in the life of an MCA student at Presidency University,"Oh, auto driver asked 500 rupees cross street. Fair price. Incredible.",1
Taking a flight from Patna to Bengaluru,Great video. paneer butter masala last spot looked amazing. Definitely visiting next time.,0
A day in the life of an MCA student at Presidency University,Great video. biryani ordered looks fantastic. Keep,0
Best street food in Bengaluru,Great video. paneer butter masala last spot looked amazing. Definitely visiting next time. helpful.,0
Color Grading in Pixelmator Pro,"Wow, Rendering 4K video took 3 days. Blazing fast.",1
Color Grading in Pixelmator Pro,"Thanks! Thanks deep dive Apple Motion, underrated software. helpful.",0
Taking a flight from Patna to Bengaluru,"Wow, really miss weather Enjoy",0
Bengaluru Traffic Timelapse (Silk Board),"Lmao, Wow, think saw car move three entire inches hour. Thrilling pace. Incredible.",1
Building a mechanical keyboard from scratch,"Haha, Can't wait buy charger separately another $200.",1
Bengaluru Traffic Timelapse (Silk Board),"Haha, Great, parks. Exactly traffic needed....",1
Final Cut Pro 2026 Full Tutorial,"Ah yes, love software crashes right hit save. Adds excitement. brave.",1
