video_title,comment_text,is_sarcastic
Is Web3 the future of the internet?,"I agree, I've been using it for a week and the battery life is insane. 🙏",0
A day in the life of an MCA student at Presidency University,"Ah yes, So affordable! I only had to sell one kidney for the deposit. So brave.",1
Renting a 1BHK in Indiranagar 2026,"Ah yes, So affordable! I only had to sell one kidney for the deposit. 🙃",1
Best FxPlug Plugins for Creators,"Truly, Wow, the user interface is so hidden I need a map to find the timeline. So brave.",1
Color Grading in Pixelmator Pro,Great video. The new color grading tools are a massive step up from last year. Thanks for sharing.,0
Adobe After Effects vs Apple Motion,Thanks! Your audio mixing tips at the end were a lifesaver. Very helpful.,0
The new 8GB RAM MacBook Pro in 2026,Great video. The upgraded processing power makes it perfect for my autonomous drone project. 🔥,0
Is Web3 the future of the internet?,"Brilliant. Ah yes, exactly what I needed: another proprietary port. Masterpiece.",1
Color Grading in Pixelmator Pro,"Awesome. Thanks for the deep dive into Apple Motion, very underrated software. Very helpful.",0
How to center a div in CSS,"Honestly, I didn't know about that shortcut, very helpful. 🙏",0
Final Cut Pro 2026 Full Tutorial,"I agree, Pixelmator Pro is seriously giving Adobe a run for their money.",0
Building a mechanical keyboard from scratch,"Finally, a reasonably priced piece of metal. My desk was feeling too cheap. 🙃",1
Reviewing the new Raspberry Pi 6,"Wow, Next they will sell us the screen and keyboard separately. 🤡",1
Renting a 1BHK in Indiranagar 2026,"Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. Incredible.",1
Best street food in Bengaluru,"Lmao, I love how the potholes are practically historical landmarks now. Masterpiece.",1
Bengaluru Traffic Timelapse (Silk Board),Awesome. Beautiful shots of Cubbon Park. So green! 🙏,0
Adobe After Effects vs Apple Motion,Great video. Your audio mixing tips at the end were a lifesaver. 🙏,0
My Code Compiled on the First Try!,"Awesome. Thanks for the visual diagram, it really helped me understand how the pointers swap. Thanks for sharing.",0
The new 8GB RAM MacBook Pro in 2026,"Lmao, Next they will sell us the screen and keyboard separately. Masterpiece.",1
Final Cut Pro 2026 Full Tutorial,Awesome. Your audio mixing tips at the end were a lifesaver. 🙏,0
Deploying to Production on Friday at 5 PM,Thanks! Great perspective. Focusing only on what you can control is essential. Keep it up!,0
Using Light Theme in VS Code,"Wow, Finally got my environment running. Appreciate the clear step-by-step instructions. Very helpful.",0
Best street food in Bengaluru,"Wow, So affordable! I only had to sell one kidney for the deposit. Just what I needed.",1
Why Python is the absolute fastest language,"Wow, This is the most straightforward explanation I have ever seen. 🙏",0
Why Python is the absolute fastest language,"Honestly, Thanks for the visual diagram, it really helped me understand how the pointers swap. Very helpful.",0
How to center a div in CSS,"Wow, Great perspective. Focusing only on what you can control is essential. Keep it up!",0
The new 8GB RAM MacBook Pro in 2026,Brilliant. Next they will sell us the screen and keyboard separately. Masterpiece.,1
Color Grading in Pixelmator Pro,"Ah yes, Oh good, another subscription model to drain my bank account. So brave.",1
Understanding Pointers in C,"Wow, This is the most straightforward explanation I have ever seen. Very helpful.",0
How to center a div in CSS,"Lmao, Oh, absolutely. I love measuring my execution time with a calendar. So brave.",1
Reviewing the new Raspberry Pi 6,"Oh, Wow, it's 1% faster than last year. Innovation has peaked. Just what I needed.",1
Building a mechanical keyboard from scratch,"Oh, Wow, it's 1% faster than last year. Innovation has peaked. 🙃",1
Building a mechanical keyboard from scratch,"Ah yes, Wow, it's 1% faster than last year. Innovation has peaked. Masterpiece.",1
Deploying to Production on Friday at 5 PM,Brilliant. Amazing. You just invented the `if` statement. Just what I needed.,1
The new 8GB RAM MacBook Pro in 2026,"Oh, Finally, a reasonably priced piece of metal. My desk was feeling too cheap. Just what I needed.",1
Building a Flask API for my Assignment Tracker,"Haha, I'm sure the memory leaks are just 'undocumented features'. 🙄",1
A day in the life of an MCA student at Presidency University,Awesome. Great vlog! Brings back memories from my college days. Thanks for sharing.,0
Monsoon arrives in Namma Bengaluru,"I agree, Love the local culture and vibe of this city. Keep it up!",0
Best street food in Bengaluru,Awesome. The biryani you ordered looks fantastic. Thanks for sharing.,0
Building a mechanical keyboard from scratch,"I agree, Great camera test! The low light performance is impressive.",0
Monsoon arrives in Namma Bengaluru,"Haha, The auto driver asked for 500 rupees to cross the street. Fair price. Incredible.",1
I Built a Machine Learning Model in 5 Minutes,"Great video. Thanks for the visual diagram, it really helped me understand how the pointers swap. 🔥",0
Deploying to Production on Friday at 5 PM,"I agree, Thanks for the visual diagram, it really helped me understand how the pointers swap. 👍",0
Adobe After Effects vs Apple Motion,"Honestly, The magnetic timeline in FCP makes editing so much faster for my workflow. 🔥",0
Taking a flight from Patna to Bengaluru,Thanks! I really miss the weather there. Enjoy it! 🔥,0
Best street food in Bengaluru,"Lmao, The auto driver asked for 500 rupees to cross the street. Fair price. 🙄",1
Learning PHP in 2026,"Wow, Oh, absolutely. I love measuring my execution time with a calendar. 🙃",1
Color Grading in Pixelmator Pro,Rendering this 4K video only took 3 days. Blazing fast. So brave.,1
Color Grading in Pixelmator Pro,"Thanks for the deep dive into Apple Motion, very underrated software.",0
Building a Flask API for my Assignment Tracker,"Honestly, I didn't know about that shortcut, very helpful. 🙏",0
How to center a div in CSS,"Lmao, Yes, and my HTML code is self-aware now.",1
How to center a div in CSS,Could you do a follow-up video on asynchronous functions? 🙏,0
The new 8GB RAM MacBook Pro in 2026,"Brilliant. Ah yes, exactly what I needed: another proprietary port.",1
Best street food in Bengaluru,"Wow, The metro extension is really helping with the commute. 🙏",0
Final Cut Pro 2026 Full Tutorial,"Ah yes, Oh good, another subscription model to drain my bank account. Masterpiece.",1
Renting a 1BHK in Indiranagar 2026,"Lmao, Ah, the Venice of India. Time to get my gondola out. So brave.",1
The new 8GB RAM MacBook Pro in 2026,Thanks for comparing it with the previous generation.,0
Color Grading in Pixelmator Pro,"I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 🙏",0
Monsoon arrives in Namma Bengaluru,"Wow, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. 🙄",1
Color Grading in Pixelmator Pro,"Haha, Oh good, another subscription model to drain my bank account. Incredible.",1
Is Web3 the future of the internet?,"Oh, Next they will sell us the screen and keyboard separately. Masterpiece.",1
Color Grading in Pixelmator Pro,"Brilliant. Ah, paying $50 for a plugin that just shakes the screen. Worth it. Just what I needed.",1
Adobe After Effects vs Apple Motion,"Thanks! Thanks for the deep dive into Apple Motion, very underrated software.",0
Adobe After Effects vs Apple Motion,"I agree, Your audio mixing tips at the end were a lifesaver. 👍",0
A day in the life of an MCA student at Presidency University,Great video. Love the local culture and vibe of this city. Keep it up!,0
Is Web3 the future of the internet?,"Honestly, Thanks for comparing it with the previous generation. Very helpful.",0
Adobe After Effects vs Apple Motion,This transition pack actually looks very clean and professional. 🙏,0
Building a mechanical keyboard from scratch,"Wow, I actually like the new design, feels very premium. 👍",0
Adobe After Effects vs Apple Motion,"Oh, I love it when the software crashes right before I hit save. Adds excitement. 🙃",1
Reviewing the new Raspberry Pi 6,"Ah yes, Wow, it's 1% faster than last year. Innovation has peaked. 🙄",1
Learning PHP in 2026,"Honestly, Very concise and to the point. Subscribed. 🙏",0
Final Cut Pro 2026 Full Tutorial,"Haha, My favorite feature is how it eats 64GB of RAM instantly. 🙃",1
Renting a 1BHK in Indiranagar 2026,"Honestly, Beautiful shots of Cubbon Park. So green! 🙏",0
The new 8GB RAM MacBook Pro in 2026,"I agree, I think it's worth the upgrade if you are coming from an older model. 🙏",0
Bengaluru Traffic Timelapse (Silk Board),"Truly, Nothing like a 2-hour commute for a 5km distance to build character. 🙃",1
Best FxPlug Plugins for Creators,Awesome. This transition pack actually looks very clean and professional. Thanks for sharing.,0
Apple announces new $999 Monitor Stand,"I agree, I think it's worth the upgrade if you are coming from an older model. Very helpful.",0
Reviewing the new Raspberry Pi 6,Great video. Great camera test! The low light performance is impressive. 🔥,0
Adobe After Effects vs Apple Motion,"I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 🙏",0
Taking a flight from Patna to Bengaluru,"Great video. I'm moving there next month, this was very informative. Very helpful.",0
Building a Flask API for my Assignment Tracker,"Wow, Could you do a follow-up video on asynchronous functions? Keep it up!",0
Deploying to Production on Friday at 5 PM,"Thanks! I prefer using Docker for this, but your method works great too. Very helpful.",0
Adobe After Effects vs Apple Motion,"Honestly, The new color grading tools are a massive step up from last year. 🔥",0
Adobe After Effects vs Apple Motion,Brilliant. My favorite feature is how it eats 64GB of RAM instantly. 🙃,1
Apple announces new $999 Monitor Stand,"Honestly, What switches did you use? They sound really smooth. 👍",0
Monsoon arrives in Namma Bengaluru,Thanks! Beautiful shots of Cubbon Park. So green! Very helpful.,0
Final Cut Pro 2026 Full Tutorial,"Thanks for the deep dive into Apple Motion, very underrated software. 🙏",0
Best street food in Bengaluru,The biryani you ordered looks fantastic. Thanks for sharing.,0
I Built a Machine Learning Model in 5 Minutes,"Truly, Truly groundbreaking to use a nested loop in 2026. 🙃",1
The new 8GB RAM MacBook Pro in 2026,"Honestly, I've been using it for a week and the battery life is insane. Keep it up!",0
Best FxPlug Plugins for Creators,"Great video. I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Very helpful.",0
Color Grading in Pixelmator Pro,"Oh good, another subscription model to drain my bank account. 🙃",1
Best FxPlug Plugins for Creators,Awesome. This transition pack actually looks very clean and professional.,0
My Code Compiled on the First Try!,I'm sure the memory leaks are just 'undocumented features'. 🙄,1
Final Cut Pro 2026 Full Tutorial,Thanks! Pixelmator Pro is seriously giving Adobe a run for their money. 🙏,0
Final Cut Pro 2026 Full Tutorial,"Thanks for the deep dive into Apple Motion, very underrated software. 🙏",0
Monsoon arrives in Namma Bengaluru,"Honestly, Can you share the exact location of that Dosa place? 👍",0
Best street food in Bengaluru,"Lmao, I love how the potholes are practically historical landmarks now. Just what I needed.",1
Is Web3 the future of the internet?,"Awesome. I actually like the new design, feels very premium. Very helpful.",0
I Built a Machine Learning Model in 5 Minutes,This is the most straightforward explanation I have ever seen. Very helpful.,0
Learning PHP in 2026,"Ah yes, the most unsolved problem in modern physics. 🙃",1
How to center a div in CSS,"Wow, so fast! It only took 3 hours to print Hello World.",1
Apple announces new $999 Monitor Stand,"I agree, I actually like the new design, feels very premium.",0
Why Python is the absolute fastest language,Awesome. Finally got my environment running. Appreciate the clear step-by-step instructions. Very helpful.,0
Best street food in Bengaluru,"Lmao, The auto driver asked for 500 rupees to cross the street. Fair price. 🙄",1
Monsoon arrives in Namma Bengaluru,"Awesome. I'm moving there next month, this was very informative. Very helpful.",0
My Code Compiled on the First Try!,"This saved me hours of debugging my MCA assignment, thank you so much! 🙏",0
Renting a 1BHK in Indiranagar 2026,"Oh, Ah, the Venice of India. Time to get my gondola out. 🙄",1
Best street food in Bengaluru,"Wow, Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours.",1
Taking a flight from Patna to Bengaluru,Great video. The paneer butter masala at that last spot looked amazing. Definitely visiting next time. 🔥,0
Adobe After Effects vs Apple Motion,"Ah, paying $50 for a plugin that just shakes the screen. Worth it. Masterpiece.",1
DIY Autonomous Car with LiDAR Sensor,"Haha, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. Incredible.",1
A day in the life of an MCA student at Presidency University,Thanks! Can you share the exact location of that Dosa place? Thanks for sharing.,0
Adobe After Effects vs Apple Motion,The new color grading tools are a massive step up from last year. Thanks for sharing.,0
Is Web3 the future of the internet?,Brilliant. So generous of them! Next year maybe we will get a floppy disk drive too. So brave.,1
Best FxPlug Plugins for Creators,Pixelmator Pro is seriously giving Adobe a run for their money.,0
Bengaluru Traffic Timelapse (Silk Board),"Wow, I enjoy swimming to the campus every July. 🙄",1
Best FxPlug Plugins for Creators,"Great video. Thanks for the deep dive into Apple Motion, very underrated software. Thanks for sharing.",0
Best FxPlug Plugins for Creators,Thanks! Your audio mixing tips at the end were a lifesaver. 🔥,0
Best FxPlug Plugins for Creators,Awesome. Pixelmator Pro is seriously giving Adobe a run for their money. 👍,0
Reviewing the new Raspberry Pi 6,"Haha, I love replacing my entire motherboard just to upgrade the storage. Just what I needed.",1
Is Web3 the future of the internet?,"Truly, Ah yes, exactly what I needed: another proprietary port. Incredible.",1
Is Web3 the future of the internet?,Great camera test! The low light performance is impressive. Keep it up!,0
A day in the life of an MCA student at Presidency University,Love the local culture and vibe of this city. Keep it up!,0
Bengaluru Traffic Timelapse (Silk Board),"Wow, I enjoy swimming to the campus every July. So brave.",1
Taking a flight from Patna to Bengaluru,"Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. 🤡",1
Taking a flight from Patna to Bengaluru,"Lmao, Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. Incredible.",1
Adobe After Effects vs Apple Motion,Brilliant. Rendering this 4K video only took 3 days. Blazing fast....,1
Renting a 1BHK in Indiranagar 2026,"Ah yes, Great, more IT parks. Exactly what the traffic needed. Just what I needed.",1
Color Grading in Pixelmator Pro,"I agree, The magnetic timeline in FCP makes editing so much faster for my workflow. 👍",0
Building a mechanical keyboard from scratch,What switches did you use? They sound really smooth. 🙏,0
Renting a 1BHK in Indiranagar 2026,"Wow, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace....",1
Final Cut Pro 2026 Full Tutorial,"Oh good, another subscription model to drain my bank account. Incredible.",1
Reviewing the new Raspberry Pi 6,"Lmao, Next they will sell us the screen and keyboard separately....",1
Why Python is the absolute fastest language,"Lmao, Sure it did, buddy. And I am the Queen of England. 🙄",1
Building a Flask API for my Assignment Tracker,"Awesome. I prefer using Docker for this, but your method works great too. Keep it up!",0
Reviewing the new Raspberry Pi 6,"Wow, Wow, it's 1% faster than last year. Innovation has peaked. Incredible.",1
Learning PHP in 2026,"Oh, Amazing. You just invented the `if` statement. So brave.",1
Color Grading in Pixelmator Pro,"Ah yes, Wow, the user interface is so hidden I need a map to find the timeline. Masterpiece.",1
Reviewing the new Raspberry Pi 6,"Oh, Wow, it's 1% faster than last year. Innovation has peaked. Masterpiece.",1
DIY Autonomous Car with LiDAR Sensor,I love replacing my entire motherboard just to upgrade the storage. Incredible.,1
Final Cut Pro 2026 Full Tutorial,Thanks! Your audio mixing tips at the end were a lifesaver.,0
Adobe After Effects vs Apple Motion,"Wow, This transition pack actually looks very clean and professional. Very helpful.",0
Bengaluru Traffic Timelapse (Silk Board),Brilliant. Nothing like a 2-hour commute for a 5km distance to build character. 🙄,1
Adobe After Effects vs Apple Motion,"I agree, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Thanks for sharing.",0
A day in the life of an MCA student at Presidency University,Brilliant. I enjoy swimming to the campus every July. 🙃,1
How to center a div in CSS,Could you do a follow-up video on asynchronous functions? 🔥,0
Bengaluru Traffic Timelapse (Silk Board),The metro extension is really helping with the commute. Keep it up!,0
DIY Autonomous Car with LiDAR Sensor,"Great video. I actually like the new design, feels very premium. Keep it up!",0
My Code Compiled on the First Try!,Great video. This is the most straightforward explanation I have ever seen. Very helpful.,0
Bengaluru Traffic Timelapse (Silk Board),"Ah yes, Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. 🙄",1
Final Cut Pro 2026 Full Tutorial,"I agree, Your audio mixing tips at the end were a lifesaver. Keep it up!",0
Renting a 1BHK in Indiranagar 2026,Awesome. Can you share the exact location of that Dosa place? 🔥,0
The new 8GB RAM MacBook Pro in 2026,"Wow, I think it's worth the upgrade if you are coming from an older model. Keep it up!",0
Best FxPlug Plugins for Creators,"I agree, The magnetic timeline in FCP makes editing so much faster for my workflow. Thanks for sharing.",0
The new 8GB RAM MacBook Pro in 2026,"Wow, What switches did you use? They sound really smooth. 🙏",0
Adobe After Effects vs Apple Motion,"Honestly, Pixelmator Pro is seriously giving Adobe a run for their money. Very helpful.",0
Final Cut Pro 2026 Full Tutorial,"I agree, Pixelmator Pro is seriously giving Adobe a run for their money. Thanks for sharing.",0
Is Web3 the future of the internet?,Great camera test! The low light performance is impressive. Thanks for sharing.,0
Color Grading in Pixelmator Pro,Awesome. The magnetic timeline in FCP makes editing so much faster for my workflow. 🔥,0
Building a mechanical keyboard from scratch,"Truly, Wow, it's 1% faster than last year. Innovation has peaked. So brave.",1
Using Light Theme in VS Code,"Wow, Because nothing says 'relaxing weekend' like a catastrophic database failure. 🙄",1
My Code Compiled on the First Try!,"Great video. I didn't know about that shortcut, very helpful.",0
Building a mechanical keyboard from scratch,"Ah yes, Wow, it's 1% faster than last year. Innovation has peaked. Just what I needed.",1
Renting a 1BHK in Indiranagar 2026,"Wow, The auto driver asked for 500 rupees to cross the street. Fair price. 🤡",1
Taking a flight from Patna to Bengaluru,Brilliant. Nothing like a 2-hour commute for a 5km distance to build character. Incredible.,1
Color Grading in Pixelmator Pro,"Truly, Wow, the user interface is so hidden I need a map to find the timeline. 🙄",1
Why Python is the absolute fastest language,"Truly, I copy-pasted this and my computer caught fire. Thanks! Incredible.",1
Taking a flight from Patna to Bengaluru,"Lmao, So affordable! I only had to sell one kidney for the deposit. 🙄",1
Reviewing the new Raspberry Pi 6,"Honestly, Good thorough review, especially the thermal testing. Keep it up!",0
Adobe After Effects vs Apple Motion,Brilliant. I love it when the software crashes right before I hit save. Adds excitement. Just what I needed.,1
Final Cut Pro 2026 Full Tutorial,"Oh, Ah, paying $50 for a plugin that just shakes the screen. Worth it. Masterpiece.",1
Best FxPlug Plugins for Creators,"Brilliant. Wow, the user interface is so hidden I need a map to find the timeline. 🙃",1
Bengaluru Traffic Timelapse (Silk Board),"Brilliant. Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. Masterpiece.",1
Color Grading in Pixelmator Pro,"Wow, This transition pack actually looks very clean and professional. Thanks for sharing.",0
Why Python is the absolute fastest language,Awesome. Very concise and to the point. Subscribed. 👍,0
Java vs C++ for Competitive Programming,"This saved me hours of debugging my MCA assignment, thank you so much! 👍",0
Bengaluru Traffic Timelapse (Silk Board),"Ah yes, Nothing like a 2-hour commute for a 5km distance to build character. Just what I needed.",1
Bengaluru Traffic Timelapse (Silk Board),"Brilliant. Ah, the Venice of India. Time to get my gondola out. 🤡",1
Understanding Pointers in C,"Truly, Because nothing says 'relaxing weekend' like a catastrophic database failure. 🙄",1
Color Grading in Pixelmator Pro,Great video. Pixelmator Pro is seriously giving Adobe a run for their money. Very helpful.,0
Color Grading in Pixelmator Pro,"I agree, The magnetic timeline in FCP makes editing so much faster for my workflow. 🙏",0
Deploying to Production on Friday at 5 PM,"Honestly, I think Java still holds up incredibly well for large enterprise systems. 🔥",0
Best FxPlug Plugins for Creators,"Thanks! Thanks for the deep dive into Apple Motion, very underrated software. Thanks for sharing.",0
Color Grading in Pixelmator Pro,"Ah, paying $50 for a plugin that just shakes the screen. Worth it. Incredible.",1
Building a mechanical keyboard from scratch,"Brilliant. Wow, it's 1% faster than last year. Innovation has peaked.",1
Color Grading in Pixelmator Pro,"Wow, Pixelmator Pro is seriously giving Adobe a run for their money. 👍",0
Color Grading in Pixelmator Pro,"Great video. Thanks for the deep dive into Apple Motion, very underrated software. Thanks for sharing.",0
The new 8GB RAM MacBook Pro in 2026,Thanks! Great camera test! The low light performance is impressive. 👍,0
Apple announces new $999 Monitor Stand,I've been using it for a week and the battery life is insane. 👍,0
Monsoon arrives in Namma Bengaluru,Only 40k rent for a broom closet? What a steal! Incredible.,1
Reviewing the new Raspberry Pi 6,Awesome. What switches did you use? They sound really smooth. Keep it up!,0
Best street food in Bengaluru,"Honestly, Beautiful shots of Cubbon Park. So green!",0
DIY Autonomous Car with LiDAR Sensor,"Wow, I actually like the new design, feels very premium. 👍",0
DIY Autonomous Car with LiDAR Sensor,"Wow, They removed the headphone jack for courage. Truly brave. Just what I needed.",1
The new 8GB RAM MacBook Pro in 2026,"I agree, I think it's worth the upgrade if you are coming from an older model. 🔥",0
The new 8GB RAM MacBook Pro in 2026,"Honestly, I actually like the new design, feels very premium. Very helpful.",0
Building a mechanical keyboard from scratch,"Oh, So generous of them! Next year maybe we will get a floppy disk drive too....",1
Best street food in Bengaluru,"Wow, Nothing like a 2-hour commute for a 5km distance to build character. Just what I needed.",1
Final Cut Pro 2026 Full Tutorial,Brilliant. My favorite feature is how it eats 64GB of RAM instantly. 🙄,1
Adobe After Effects vs Apple Motion,"Lmao, I love it when the software crashes right before I hit save. Adds excitement. 🤡",1
Best street food in Bengaluru,"Great, more IT parks. Exactly what the traffic needed. So brave.",1
Bengaluru Traffic Timelapse (Silk Board),"Haha, I love how the potholes are practically historical landmarks now. Incredible.",1
Color Grading in Pixelmator Pro,Great video. Your audio mixing tips at the end were a lifesaver. 👍,0
Best FxPlug Plugins for Creators,"Wow, Pixelmator Pro is seriously giving Adobe a run for their money. 🔥",0
How to center a div in CSS,"I agree, I prefer using Docker for this, but your method works great too. 🙏",0
I Built a Machine Learning Model in 5 Minutes,"Truly, I copy-pasted this and my computer caught fire. Thanks! 🤡",1
Adobe After Effects vs Apple Motion,The magnetic timeline in FCP makes editing so much faster for my workflow. 🙏,0
Best street food in Bengaluru,Thanks! The metro extension is really helping with the commute. Very helpful.,0
Color Grading in Pixelmator Pro,This transition pack actually looks very clean and professional.,0
Building a mechanical keyboard from scratch,Awesome. I've been using it for a week and the battery life is insane. 🙏,0
Best street food in Bengaluru,"Wow, Love the local culture and vibe of this city.",0
Best FxPlug Plugins for Creators,"Haha, Wow, the user interface is so hidden I need a map to find the timeline. 🙄",1
Best FxPlug Plugins for Creators,"Wow, I love it when the software crashes right before I hit save. Adds excitement.",1
Renting a 1BHK in Indiranagar 2026,"Lmao, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. So brave.",1
Bengaluru Traffic Timelapse (Silk Board),Awesome. Beautiful shots of Cubbon Park. So green! 🙏,0
DIY Autonomous Car with LiDAR Sensor,"Thanks! I actually like the new design, feels very premium. Thanks for sharing.",0
Is Web3 the future of the internet?,"Good thorough review, especially the thermal testing. 🔥",0
Building a mechanical keyboard from scratch,I've been using it for a week and the battery life is insane. 👍,0
Is Web3 the future of the internet?,"Great video. I actually like the new design, feels very premium. Keep it up!",0
Renting a 1BHK in Indiranagar 2026,I love how the potholes are practically historical landmarks now.,1
Color Grading in Pixelmator Pro,"Haha, Oh good, another subscription model to drain my bank account. 🙃",1
Adobe After Effects vs Apple Motion,"Ah yes, I love it when the software crashes right before I hit save. Adds excitement. Just what I needed.",1
Adobe After Effects vs Apple Motion,"Wow, Thanks for the deep dive into Apple Motion, very underrated software. 🙏",0
My Code Compiled on the First Try!,"Wow, Finally got my environment running. Appreciate the clear step-by-step instructions. Keep it up!",0
Final Cut Pro 2026 Full Tutorial,"Truly, Rendering this 4K video only took 3 days. Blazing fast. So brave.",1
Using Light Theme in VS Code,"Haha, Truly groundbreaking to use a nested loop in 2026.",1
How to center a div in CSS,"Haha, Sure it did, buddy. And I am the Queen of England. Just what I needed.",1
My Code Compiled on the First Try!,"Haha, Oh, absolutely. I love measuring my execution time with a calendar....",1
Final Cut Pro 2026 Full Tutorial,"Honestly, The magnetic timeline in FCP makes editing so much faster for my workflow. 👍",0
Color Grading in Pixelmator Pro,"Ah, paying $50 for a plugin that just shakes the screen. Worth it. Masterpiece.",1
Best street food in Bengaluru,"Lmao, Nothing like a 2-hour commute for a 5km distance to build character. 🙃",1
Renting a 1BHK in Indiranagar 2026,"Thanks! I'm moving there next month, this was very informative.",0
Building a mechanical keyboard from scratch,"Oh, Can't wait to buy the charger separately for another $200. 🙄",1
Taking a flight from Patna to Bengaluru,"Honestly, I'm moving there next month, this was very informative. 👍",0
A day in the life of an MCA student at Presidency University,Great video. Love the local culture and vibe of this city.,0
Adobe After Effects vs Apple Motion,Awesome. The magnetic timeline in FCP makes editing so much faster for my workflow. Thanks for sharing.,0
I Built a Machine Learning Model in 5 Minutes,"Lmao, Amazing. You just invented the `if` statement. Just what I needed.",1
Apple announces new $999 Monitor Stand,"Wow, I think it's worth the upgrade if you are coming from an older model. Keep it up!",0
How to center a div in CSS,"I agree, I prefer using Docker for this, but your method works great too. 🔥",0
Building a mechanical keyboard from scratch,"Haha, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. Just what I needed.",1
The new 8GB RAM MacBook Pro in 2026,"Honestly, Thanks for comparing it with the previous generation.",0
Best FxPlug Plugins for Creators,"Wow, This transition pack actually looks very clean and professional. 🔥",0
Best street food in Bengaluru,"Truly, So affordable! I only had to sell one kidney for the deposit. Incredible.",1
A day in the life of an MCA student at Presidency University,"Haha, Only 40k rent for a broom closet? What a steal! Incredible.",1
Best FxPlug Plugins for Creators,Great video. The new color grading tools are a massive step up from last year. Thanks for sharing.,0
The new 8GB RAM MacBook Pro in 2026,Great video. I think it's worth the upgrade if you are coming from an older model. 🔥,0
Apple announces new $999 Monitor Stand,Brilliant. I love replacing my entire motherboard just to upgrade the storage. 🤡,1
Best FxPlug Plugins for Creators,"Wow, Yes, because I definitely needed 400 new transition wipes.",1
Learning PHP in 2026,Awesome. Great perspective. Focusing only on what you can control is essential. 🙏,0
Java vs C++ for Competitive Programming,"Yes, and my HTML code is self-aware now. Masterpiece.",1
How to center a div in CSS,Thanks! Very concise and to the point. Subscribed. Keep it up!,0
Color Grading in Pixelmator Pro,"Oh, Wow, the user interface is so hidden I need a map to find the timeline. Masterpiece.",1
Adobe After Effects vs Apple Motion,"I agree, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 🔥",0
How to center a div in CSS,"Lmao, Sure it did, buddy. And I am the Queen of England. 🙄",1
Building a Flask API for my Assignment Tracker,"Wow, This saved me hours of debugging my MCA assignment, thank you so much! 🔥",0
Deploying to Production on Friday at 5 PM,Brilliant. Truly groundbreaking to use a nested loop in 2026. 🤡,1
Using Light Theme in VS Code,Thanks! Great perspective. Focusing only on what you can control is essential. Thanks for sharing.,0
Why Python is the absolute fastest language,Thanks! I think Java still holds up incredibly well for large enterprise systems. Keep it up!,0
Reviewing the new Raspberry Pi 6,"Thanks! Good thorough review, especially the thermal testing. Very helpful.",0
Building a mechanical keyboard from scratch,"Truly, I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. 🤡",1
DIY Autonomous Car with LiDAR Sensor,"I agree, I think it's worth the upgrade if you are coming from an older model. 👍",0
Best FxPlug Plugins for Creators,"Thanks for the deep dive into Apple Motion, very underrated software. Keep it up!",0
Color Grading in Pixelmator Pro,Awesome. This transition pack actually looks very clean and professional. 🙏,0
The new 8GB RAM MacBook Pro in 2026,"Wow, I've been using it for a week and the battery life is insane. 🙏",0
I Built a Machine Learning Model in 5 Minutes,"Awesome. I didn't know about that shortcut, very helpful. Thanks for sharing.",0
Java vs C++ for Competitive Programming,"Wow, Very concise and to the point. Subscribed. 🙏",0
Is Web3 the future of the internet?,"Lmao, So generous of them! Next year maybe we will get a floppy disk drive too. So brave.",1
Best FxPlug Plugins for Creators,"Wow, I love it when the software crashes right before I hit save. Adds excitement. Masterpiece.",1
Final Cut Pro 2026 Full Tutorial,"Haha, Oh good, another subscription model to drain my bank account. Incredible.",1
I Built a Machine Learning Model in 5 Minutes,"Oh, absolutely. I love measuring my execution time with a calendar. Masterpiece.",1
Adobe After Effects vs Apple Motion,"Honestly, This transition pack actually looks very clean and professional. 🔥",0
Understanding Pointers in C,"Honestly, I prefer using Docker for this, but your method works great too. Keep it up!",0
A day in the life of an MCA student at Presidency University,Awesome. I really miss the weather there. Enjoy it! Keep it up!,0
Reviewing the new Raspberry Pi 6,"Lmao, Finally, a reasonably priced piece of metal. My desk was feeling too cheap. 🙄",1
Final Cut Pro 2026 Full Tutorial,"Wow, This transition pack actually looks very clean and professional. Keep it up!",0
Deploying to Production on Friday at 5 PM,"Wow, Because nothing says 'relaxing weekend' like a catastrophic database failure. Just what I needed.",1
The new 8GB RAM MacBook Pro in 2026,"Wow, Can't wait to buy the charger separately for another $200....",1
Final Cut Pro 2026 Full Tutorial,"Honestly, Your audio mixing tips at the end were a lifesaver. 🙏",0
